experiment_name,participant,session,age,gender,psychopy_version,date,Screen.response.keys,Screen.response.made,Screen.response.key,Screen.response.rt,Screen.response.start_time,Screen.response.stop_time,Screen.response.marker_value,Screen.response.status,Screen.response.time_started,Screen.response.time_started_flip,Screen.response.time_started_global_flip,Screen.response.time_stopped,Screen.response.time_stopped_flip,Screen.response.time_stopped_global_flip,Screen.welcome_screen.start_time,Screen.welcome_screen.stop_time,Screen.welcome_screen.marker_value,Screen.welcome_screen.status,Screen.welcome_screen.time_started,Screen.welcome_screen.time_started_flip,Screen.welcome_screen.time_started_global_flip,Screen.welcome_screen.time_stopped,Screen.welcome_screen.time_stopped_flip,Screen.welcome_screen.time_stopped_global_flip,Screen.welcome_screen.name,Screen.instructions1.start_time,Screen.instructions1.stop_time,Screen.instructions1.marker_value,Screen.instructions1.status,Screen.instructions1.time_started,Screen.instructions1.time_started_flip,Screen.instructions1.time_started_global_flip,Screen.instructions1.time_stopped,Screen.instructions1.time_stopped_flip,Screen.instructions1.time_stopped_global_flip,Screen.instructions1.name,Screen.instructions2.start_time,Screen.instructions2.stop_time,Screen.instructions2.marker_value,Screen.instructions2.status,Screen.instructions2.time_started,Screen.instructions2.time_started_flip,Screen.instructions2.time_started_global_flip,Screen.instructions2.time_stopped,Screen.instructions2.time_stopped_flip,Screen.instructions2.time_stopped_global_flip,Screen.instructions2.name,Screen.instructions3.start_time,Screen.instructions3.stop_time,Screen.instructions3.marker_value,Screen.instructions3.status,Screen.instructions3.time_started,Screen.instructions3.time_started_flip,Screen.instructions3.time_started_global_flip,Screen.instructions3.time_stopped,Screen.instructions3.time_stopped_flip,Screen.instructions3.time_stopped_global_flip,Screen.instructions3.name,Screen.instructions4.start_time,Screen.instructions4.stop_time,Screen.instructions4.marker_value,Screen.instructions4.status,Screen.instructions4.time_started,Screen.instructions4.time_started_flip,Screen.instructions4.time_started_global_flip,Screen.instructions4.time_stopped,Screen.instructions4.time_stopped_flip,Screen.instructions4.time_stopped_global_flip,Screen.instructions4.name,Screen.instructions5.start_time,Screen.instructions5.stop_time,Screen.instructions5.marker_value,Screen.instructions5.status,Screen.instructions5.time_started,Screen.instructions5.time_started_flip,Screen.instructions5.time_started_global_flip,Screen.instructions5.time_stopped,Screen.instructions5.time_stopped_flip,Screen.instructions5.time_stopped_global_flip,Screen.instructions5.name,trial_block,block,trial,hand,congruency,distractor_text,target_text,correct_key,feedback_block,marker_start,marker_end,Trial.response.correct_key,Trial.response.correct,Trial.response.marker_values,Trial.response.keys,Trial.response.made,Trial.response.key,Trial.response.rt,Trial.response.start_time,Trial.response.stop_time,Trial.response.marker_value,Trial.response.status,Trial.response.time_started,Trial.response.time_started_flip,Trial.response.time_started_global_flip,Trial.response.time_stopped,Trial.response.time_stopped_flip,Trial.response.time_stopped_global_flip,Trial.distractor.start_time,Trial.distractor.stop_time,Trial.distractor.marker_value,Trial.distractor.status,Trial.distractor.time_started,Trial.distractor.time_started_flip,Trial.distractor.time_started_global_flip,Trial.distractor.time_stopped,Trial.distractor.time_stopped_flip,Trial.distractor.time_stopped_global_flip,Trial.distractor.name,Trial.target.start_time,Trial.target.stop_time,Trial.target.marker_value,Trial.target.status,Trial.target.time_started,Trial.target.time_started_flip,Trial.target.time_started_global_flip,Trial.target.time_stopped,Trial.target.time_stopped_flip,Trial.target.time_stopped_global_flip,Trial.target.name,Feedback.feedback.start_time,Feedback.feedback.stop_time,Feedback.feedback.marker_value,Feedback.feedback.status,Feedback.feedback.time_started,Feedback.feedback.time_started_flip,Feedback.feedback.time_started_global_flip,Feedback.feedback.time_stopped,Feedback.feedback.time_stopped_flip,Feedback.feedback.time_stopped_global_flip,Feedback.feedback.name,post_response_keypresses,Screen.text.start_time,Screen.text.stop_time,Screen.text.marker_value,Screen.text.status,Screen.text.time_started,Screen.text.time_started_flip,Screen.text.time_started_global_flip,Screen.text.time_stopped,Screen.text.time_stopped_flip,Screen.text.time_stopped_global_flip,Screen.text.name,Screen.post_trial.start_time,Screen.post_trial.stop_time,Screen.post_trial.marker_value,Screen.post_trial.status,Screen.post_trial.time_started,Screen.post_trial.time_started_flip,Screen.post_trial.time_started_global_flip,Screen.post_trial.time_stopped,Screen.post_trial.time_stopped_flip,Screen.post_trial.time_stopped_global_flip,Screen.post_trial.name,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,5,0,1,Links\nLinks\nLinks,Rechts,g,True,73,83,g,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,g,1.7730401000590064,1.3,2.683,41,-1,1.2846736001083627,1.3012328000622801,1529.7559630000148,2.6694114001002163,2.68597310007317,1531.1407033000257,1.0,1.133,None,-1,0.9843168000807054,1.0008799000643194,1529.4556101000169,1.1178286001086235,1.1343900000792928,1529.5891202000319,distractor,1.166,1.3,45,-1,1.1511885001091287,1.1677507000858895,1529.6224809000385,1.2846736001083627,1.3012328000622801,1529.7559630000148,target,0.0,0.2,None,-1,-0.005957699962891638,-2.5200017262250185e-05,1531.1573333999957,0.18365720001747832,0.2002156000235118,1531.3575742000364,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,6,1,1,Unten\nUnten\nUnten,Oben,j,True,76,86,j,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,j,1.732656300009694,1.3,2.683,41,-1,1.2846942000323907,1.3012553000007756,1532.692214899999,2.6694329000310972,2.685995500010904,1534.0769551000092,1.0,1.133,None,-1,0.9843791000312194,1.0009418000117876,1532.39190140001,1.1178383000660688,1.1343991000321694,1532.5253587000304,distractor,1.166,1.3,45,-1,1.1511956000467762,1.1677575000212528,1532.5587171000195,1.2846942000323907,1.3012553000007756,1532.692214899999,target,0.0,0.2,None,-1,-0.0059763999306596816,-2.559996210038662e-05,1534.0936102999956,0.18364460009615868,0.20020710007520393,1534.293843000033,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,7,0,1,Rechts\nRechts\nRechts,Links,f,True,72,82,f,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,f,1.740532500029076,1.3,2.683,41,-1,1.2846777000231668,1.3012375999824144,1535.628469,2.6694010000210255,2.685963299998548,1537.0131947000161,1.0,1.133,None,-1,0.9843806000426412,1.000942800019402,1535.328174200037,1.1178694000118412,1.134429000027012,1535.4616604000446,distractor,1.166,1.3,45,-1,1.1512020000373013,1.1677645000163466,1535.494995900034,1.2846777000231668,1.3012375999824144,1535.628469,target,0.0,0.2,None,-1,-0.005959399975836277,-2.5200017262250185e-05,1537.02983560001,0.18361930001992732,0.20018340001115575,1537.2300442000385,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,8,1,0,Unten\nUnten\nUnten,Unten,n,True,78,88,n,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,n,1.5481597000616603,1.3,2.683,41,-1,1.284692700020969,1.30125300004147,1538.564720200037,2.6693508000462316,2.685913800029084,1539.9493810000247,1.0,1.133,None,-1,0.9843855000217445,1.0009426000178792,1538.2644098000135,1.11810390005121,1.1346637000096962,1538.3981309000053,distractor,1.166,1.3,45,-1,1.1512016000342555,1.1677632000064477,1538.431230400002,1.284692700020969,1.30125300004147,1538.564720200037,target,0.0,0.2,None,-1,-0.00601669994648546,-2.6099965907633305e-05,1539.9660598000162,0.18366810004226863,0.2002279000589624,1540.166313800041,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,9,0,0,Links\nLinks\nLinks,Links,f,True,71,81,f,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,f,1.6758868000470102,1.3,2.683,41,-1,1.2847010000259615,1.3012615999905393,1541.5009782000095,2.6693926000152715,2.6859556999988854,1542.8856723000179,1.0,1.133,None,-1,0.9843983000027947,1.000960000033956,1541.200676600053,1.1178352000424638,1.134395900007803,1541.3341125000268,distractor,1.166,1.3,45,-1,1.1512616000254638,1.167823399999179,1541.3675400000182,1.2847010000259615,1.3012615999905393,1541.5009782000095,target,0.0,0.2,None,-1,-0.006028699921444058,-2.5399960577487946e-05,1542.9024041000055,0.18355500005418435,0.2001166000845842,1543.1025461000506,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,10,1,1,Unten\nUnten\nUnten,Oben,j,True,76,86,j,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,j,1.755632600048557,1.3,2.683,41,-1,1.2846898999996483,1.301251900033094,1544.4372061000438,2.669382200052496,2.685945500037633,1545.8218997000483,1.0,1.133,None,-1,0.9844021000317298,1.0009641000069678,1544.1369183000177,1.117845300002955,1.1344064000295475,1544.2703606000402,distractor,1.166,1.3,45,-1,1.1512071000179276,1.1677702000015415,1544.3037244000122,1.2846898999996483,1.301251900033094,1544.4372061000438,target,0.0,0.2,None,-1,-0.005982500035315752,-2.370000584051013e-05,1545.838631900039,0.18307829997502267,0.19966980000026524,1546.038325400045,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,11,0,0,Links\nLinks\nLinks,Links,f,True,71,81,f,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,f,1.6117864000261761,1.3,2.683,41,-1,1.2850928999832831,1.3016537000075914,1547.3734678000444,2.6698040000046603,2.6863664999837056,1548.7581806000205,1.0,1.133,None,-1,0.9849000999820419,1.001461300009396,1547.0732754000462,1.1182189999963157,1.1347807999700308,1547.2065949000068,distractor,1.166,1.3,45,-1,1.1515983000281267,1.1681593999965116,1547.2399735000333,1.2850928999832831,1.3016537000075914,1547.3734678000444,target,0.0,0.2,None,-1,-0.006034899910446256,-2.559996210038662e-05,1548.774858600006,0.1836091000586748,0.2001719000400044,1548.975056100008,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,12,1,0,Unten\nUnten\nUnten,Unten,n,True,78,88,n,False,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,j,1.6271108000073582,1.3,2.683,42,-1,1.2846922000171617,1.3012534000445157,1550.3097377000493,2.6693615000112914,2.685924499994144,1551.6944087999989,1.0,1.133,None,-1,0.9843853000202216,1.0009477999992669,1550.009432100004,1.1178119000396691,1.134373000008054,1550.1428573000128,distractor,1.166,1.3,45,-1,1.1511895000585355,1.1677517000352964,1550.17623600004,1.2846922000171617,1.3012534000445157,1550.3097377000493,target,0.0,0.2,None,-1,-0.0035569999599829316,-4.610000178217888e-05,1551.7277847000164,0.1836020000046119,0.20016090001445264,1551.927991700021,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,13,0,0,Rechts\nRechts\nRechts,Rechts,g,True,74,84,g,False,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,f,2.0823544000159018,1.3,2.683,42,-1,1.2846404999727383,1.3012022000038996,1553.2626172000425,2.6693774000159465,2.6859390999889,1554.6473541000275,1.0,1.133,None,-1,0.9843537000124343,1.000911500013899,1552.9623265000525,1.1179167000227608,1.1344773999881,1553.0958924000267,distractor,1.166,1.3,45,-1,1.1512089999741875,1.16777199995704,1553.1291869999957,1.2846404999727383,1.3012022000038996,1553.2626172000425,target,0.0,0.2,None,-1,0.0012474000686779618,0.016649099998176098,1554.6806775999953,0.1836052000289783,0.20016330003272742,1554.8641918000183,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,14,1,1,Unten\nUnten\nUnten,Oben,j,True,76,86,j,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,j,1.7538504000985995,1.3,2.683,41,-1,1.28471920004813,1.3012816000264138,1556.198898000014,2.6694273000466637,2.6859902000287548,1557.5836066000163,1.0,1.133,None,-1,0.9844063000637107,1.00096840003971,1555.8985848000273,1.1179023000295274,1.1344624000485055,1556.032078800036,distractor,1.166,1.3,45,-1,1.1512545000296086,1.1678157000569627,1556.0654321000445,1.28471920004813,1.3012816000264138,1556.198898000014,target,0.0,0.2,None,-1,-0.00517959997523576,-2.7499976567924023e-05,1557.6003320000134,0.18357700004708022,0.20013860001927242,1557.8004981000092,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
Feedback,001,001,20,f,2021.2.3,2021_Nov_16_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice,1,15,0,0,Rechts\nRechts\nRechts,Rechts,g,True,74,84,g,True,"[41, 42, 43]","['f', 'g', 'j', 'n']",True,g,1.7856758000561967,1.3,2.683,41,-1,1.2847182999830693,1.3012788000050932,1559.1351926000323,2.669368900009431,2.6859305999823846,1560.5198444000096,1.0,1.133,None,-1,0.9844095000298694,1.0009725000127219,1558.83488630004,1.1178171000210568,1.1343784999917261,1558.968292300019,distractor,1.166,1.3,45,-1,1.151200600026641,1.1677632000064477,1559.0016770000336,1.2847182999830693,1.3012788000050932,1559.1351926000323,target,0.0,0.2,None,-1,-0.005940900009591132,-3.619998460635543e-05,1560.5365296000498,0.18360250000841916,0.2001655999920331,1560.7367314000264,feedback,[],,,,,,,,,,,,,,,,,,,,,,,
